Tax Year,Municipality,Number of Returns,CT Income Tax,Pass-Through Entity Tax (PET) Credit Claimed,Combined CT Income Tax and PET Credit
2019,COLEBROOK,628,2300602.00,159440.00,2460042.00
2019,COLUMBIA,2606,10594114.00,580960.00,11175074.00
2019,CORNWALL,718,3069012.00,474968.00,3543980.00
2019,COVENTRY,5947,22917557.00,1304001.00,24221558.00
2019,CROMWELL,7217,34667763.00,4205005.00,38872768.00
2019,DANBURY,37525,81979433.00,4515781.00,86495214.00
2019,DARIEN,8298,199925659.00,9441255.00,209366914.00
2019,DEEP RIVER,2209,8929710.00,656975.00,9586685.00
2019,DERBY,6197,13315294.00,251300.00,13566594.00
2019,DURHAM,3426,22211611.00,3228418.00,25440029.00
2019,EASTFORD,679,2211418.00,231125.00,2442543.00
2019,EAST GRANBY,2486,11160607.00,897903.00,12058510.00
2019,EAST HADDAM,3945,16560961.00,1452544.00,18013505.00
2019,EAST HAMPTON,6152,25873366.00,1627612.00,27500978.00
2019,EAST HARTFORD,25509,41177100.00,545501.00,41722601.00
2019,EAST HAVEN,13956,34349666.00,2023057.00,36372723.00
2019,EAST LYME,8647,42655311.00,2297962.00,44953273.00
2019,EASTON,3195,31435661.00,5888673.00,37324334.00
2019,EAST WINDSOR,5639,15253590.00,935272.00,16188862.00
2019,ELLINGTON,7778,37779959.00,2330525.00,40110484.00
2019,ENFIELD,19964,45629432.00,1372677.00,47002109.00
2019,ESSEX,3346,27774210.00,3175655.00,30949865.00
2019,FAIRFIELD,24896,238049936.00,21315307.00,259365243.00
2019,FARMINGTON,12389,89424563.00,7596979.00,97021542.00
2019,FRANKLIN,930,3050975.00,155668.00,3206643.00
2019,GLASTONBURY,16425,136582824.00,13286579.00,149869403.00
2019,GOSHEN,1375,6746109.00,886012.00,7632121.00
2019,GRANBY,5189,30169490.00,2373275.00,32542765.00
2019,GREENWICH,26490,717923638.00,59859155.00,777782793.00
2019,GRISWOLD,5760,13038009.00,632792.00,13670801.00
2019,GROTON,11935,30510443.00,1669940.00,32180383.00
2019,GUILFORD,10185,78521077.00,7624782.00,86145859.00
2019,HADDAM,3934,19653245.00,2555836.00,22209081.00
2019,HAMDEN,26506,87471758.00,3159402.00,90631160.00
2019,HAMPTON,1108,3513542.00,194687.00,3708229.00
2019,HARTFORD,50656,63335037.00,1751701.00,65086738.00
2019,HARTLAND,830,3087042.00,176451.00,3263493.00
2019,HARWINTON,2616,11378956.00,1300480.00,12679436.00
2019,HEBRON,4403,22730550.00,1313608.00,24044158.00
2019,KENT,1233,5062397.00,496401.00,5558798.00
2019,KILLINGLY,8292,15381573.00,1262881.00,16644454.00
2019,KILLINGWORTH,2994,18299945.00,1320405.00,19620350.00
2019,LEBANON,3458,11390829.00,670479.00,12061308.00
2019,LEDYARD,6947,22261787.00,516197.00,22777984.00
2019,LISBON,1733,5305055.00,496186.00,5801241.00
2019,LITCHFIELD,3869,20968198.00,2165288.00,23133486.00
2019,LYME,921,10016393.00,1310206.00,11326599.00
2019,MADISON,8149,77417136.00,7900626.00,85317762.00
2019,MANCHESTER,29761,77236942.00,2659951.00,79896893.00
2019,MANSFIELD,5313,19721888.00,1294010.00,21015898.00
2019,MARLBOROUGH,2919,16691313.00,1034189.00,17725502.00
2019,MERIDEN,28818,56763835.00,1551610.00,58315445.00
2019,MIDDLEBURY,3599,27665421.00,5457562.00,33122983.00
2019,MIDDLEFIELD,2129,9565242.00,812193.00,10377435.00
2019,MIDDLETOWN,21885,64137829.00,2705409.00,66843238.00
2019,MILFORD,26605,128324088.00,7313869.00,135637957.00
2019,MONROE,8826,46499910.00,3131727.00,49631637.00
2019,MONTVILLE,8610,20763847.00,685956.00,21449803.00
2019,MORRIS,1063,4852828.00,790712.00,5643540.00
2019,NAUGATUCK,14937,33363716.00,973439.00,34337155.00
2019,NEW BRITAIN,33278,45196784.00,803398.00,46000182.00
2019,NEW CANAAN,7969,177036649.00,12895960.00,189932609.00
2019,NEW FAIRFIELD,6180,22144107.00,1124700.00,23268807.00
2019,NEW HARTFORD,3323,18466093.00,1060050.00,19526143.00
2019,NEW HAVEN,50173,101742594.00,3454621.00,105197215.00
2019,NEWINGTON,15873,48307709.00,1414635.00,49722344.00
2019,NEW LONDON,11585,16446442.00,412919.00,16859361.00
2019,NEW MILFORD,13191,44646327.00,4633579.00,49279906.00
2019,NEWTOWN,12104,76214884.00,5832532.00,82047416.00
2019,NORFOLK,746,3833169.00,277454.00,4110623.00
2019,NORTH BRANFORD,7029,27651186.00,1510663.00,29161849.00
2019,NORTH CANAAN,324,679223.00,125274.00,804497.00
2019,NORTH HAVEN,12191,54374702.00,4572576.00,58947278.00
2019,NORTH STONINGTON,2429,8254052.00,368487.00,8622539.00
2019,NORWALK,43113,162255864.00,8877409.00,171133273.00
2019,NORWICH,18755,30633746.00,909994.00,31543740.00
2019,OLD LYME,3797,25013267.00,2198942.00,27212209.00
2019,OLD SAYBROOK,5310,31128431.00,3727690.00,34856121.00
2019,ORANGE,6678,44822753.00,7498561.00,52321314.00
2019,OXFORD,6037,28201262.00,1891890.00,30093152.00
2019,PLAINFIELD,6726,12600806.00,429898.00,13030704.00
2019,PLAINVILLE,9215,24578668.00,1296898.00,25875566.00
2019,PLYMOUTH,5952,15054851.00,299055.00,15353906.00
2019,POMFRET,1875,6926904.00,537169.00,7464073.00
2019,PORTLAND,4591,20066259.00,1236892.00,21303151.00
2019,PRESTON,2251,6934994.00,361385.00,7296379.00
2019,PROSPECT,4626,18085451.00,710274.00,18795725.00
2019,PUTNAM,4287,6525428.00,395311.00,6920739.00
2019,REDDING,3934,37859507.00,2915605.00,40775112.00
2019,RIDGEFIELD,10321,129187097.00,5893891.00,135080988.00
2019,ROCKY HILL,9983,42170857.00,2926904.00,45097761.00
2019,ROXBURY,969,9315197.00,1837403.00,11152600.00
2019,SALEM,1996,8618285.00,343170.00,8961455.00
2019,SALISBURY,1630,8260027.00,420671.00,8680698.00
2019,SCOTLAND,333,826931.00,7548.00,834479.00
2019,SEYMOUR,8307,25633511.00,777811.00,26411322.00
2019,SHARON,998,9875654.00,267813.00,10143467.00
2019,SHELTON,20448,80958792.00,5095757.00,86054549.00
2019,SHERMAN,1619,7717149.00,471879.00,8189028.00
2019,SIMSBURY,11172,90304264.00,9260546.00,99564810.00
2019,SOMERS,4376,21586881.00,3426329.00,25013210.00
2019,SOUTHBURY,9203,45728618.00,3900438.00,49629056.00
2019,SOUTHINGTON,21215,88389974.00,6349234.00,94739208.00
2019,SOUTH WINDSOR,12416,61938629.00,3439766.00,65378395.00
2019,SPRAGUE,1508,3502280.00,152249.00,3654529.00
2019,STAFFORD,5430,14048507.00,536005.00,14584512.00
2019,STAMFORD,62198,317457478.00,21688316.00,339145794.00
2019,STERLING,1418,2742836.00,61688.00,2804524.00
2019,STONINGTON,12953,61894074.00,4278305.00,66172379.00
2019,STRATFORD,25999,70805432.00,3565862.00,74371294.00
2019,SUFFIELD,6588,37839166.00,4201679.00,42040845.00
2019,THOMASTON,3823,10906281.00,538977.00,11445258.00
2019,THOMPSON,4344,6484389.00,305008.00,6789397.00
2019,TOLLAND,6729,34938279.00,2786935.00,37725214.00
2019,TORRINGTON,16936,34496845.00,1611724.00,36108569.00
2019,TRUMBULL,16163,91050507.00,7516215.00,98566722.00
2019,UNION,300,1061718.00,175620.00,1237338.00
2019,VERNON,15308,41752016.00,1800440.00,43552456.00
2019,VOLUNTOWN,1274,3323094.00,73386.00,3396480.00
2019,WALLINGFORD,21935,79896338.00,5110783.00,85007121.00
2019,WARREN,437,1987021.00,480542.00,2467563.00
2019,WASHINGTON,1754,10957526.00,806423.00,11763949.00
2019,WATERBURY,48773,60233607.00,1325761.00,61559368.00
2019,WATERFORD,9852,38336628.00,4589939.00,42926567.00
2019,WATERTOWN,10719,37545504.00,3886033.00,41431537.00
2019,WESTBROOK,3382,13916593.00,1163673.00,15080266.00
2019,WEST HARTFORD,29070,201506238.00,20888844.00,222395082.00
2019,WEST HAVEN,24976,47409769.00,1274106.00,48683875.00
2019,WESTON,3940,59348267.00,5253393.00,64601660.00
2019,WESTPORT,11500,244572149.00,31809321.00,276381470.00
2019,WETHERSFIELD,13547,54924644.00,3232572.00,58157216.00
2019,WILLINGTON,2635,8368588.00,315698.00,8684286.00
2019,WILTON,7426,102019195.00,7053356.00,109072551.00
2019,WINCHESTER,5048,11834777.00,421045.00,12255822.00
2019,WINDHAM,9899,13924899.00,528421.00,14453320.00
2019,WINDSOR,15223,43516461.00,1804028.00,45320489.00
2019,WINDSOR LOCKS,6651,16774764.00,1600032.00,18374796.00
2019,WOLCOTT,7907,26039813.00,1316895.00,27356708.00
2019,WOODBRIDGE,3929,42305347.00,4596920.00,46902267.00
2019,WOODBURY,4715,23329309.00,2712188.00,26041497.00
2019,WOODSTOCK,3720,12142100.00,1053140.00,13195240.00
2020,ANDOVER,1601,6563079.00,395111.00,6958190.00
2020,ANSONIA,9387,17698898.00,151805.00,17850703.00
2020,ASHFORD,2090,6026132.00,203894.00,6230026.00
2020,AVON,8632,93375941.00,10691553.00,104067494.00
2020,BARKHAMSTED,1891,6827686.00,497955.00,7325641.00
2020,BEACON FALLS,3040,10585622.00,197572.00,10783194.00
2020,BERLIN,10385,44185440.00,3269313.00,47454753.00
2020,BETHANY,2488,16381876.00,1872631.00,18254507.00
2020,BETHEL,9336,32142464.00,1519498.00,33661962.00
2020,BETHLEHEM,1671,6596109.00,623426.00,7219535.00
2020,BLOOMFIELD,11810,38446794.00,2836007.00,41282801.00
2020,BOLTON,2427,13027071.00,793452.00,13820523.00
2020,BOZRAH,1321,3982194.00,440700.00,4422894.00
2020,BRANFORD,14768,70991728.00,6244004.00,77235732.00
2020,BRIDGEPORT,63992,73886961.00,1877740.00,75764701.00
2020,BRIDGEWATER,796,5579563.00,1261913.00,6841476.00
2020,BRISTOL,30707,74575614.00,3234163.00,77809777.00
2020,BROOKFIELD,8362,40355297.00,3501725.00,43857022.00
2020,BROOKLYN,3709,9213837.00,279958.00,9493795.00
2020,BURLINGTON,4521,28043477.00,1962520.00,30005997.00
2020,CANAAN,1744,4133473.00,171783.00,4305256.00
2020,CANTERBURY,2455,6796885.00,350624.00,7147509.00
2020,CANTON,4825,29833766.00,2245944.00,32079710.00
2020,CHAPLIN,1060,2697581.00,162563.00,2860144.00
2020,CHESHIRE,12892,78670330.00,6586379.00,85256709.00
2020,CHESTER,1896,9193470.00,672750.00,9866220.00
2020,CLINTON,6635,25383696.00,1815972.00,27199668.00
2020,COLCHESTER,7874,30465593.00,1327206.00,31792799.00
2020,COLEBROOK,633,2068189.00,87101.00,2155290.00
2020,COLUMBIA,2670,10626870.00,513172.00,11140042.00
2020,CORNWALL,728,3223802.00,502096.00,3725898.00
2020,COVENTRY,6058,22957914.00,1319951.00,24277865.00
2020,CROMWELL,7307,34893860.00,4126151.00,39020011.00
2020,DANBURY,38415,85979786.00,4394605.00,90374391.00
2020,DARIEN,8228,231647771.00,54095987.00,285743758.00
2020,DEEP RIVER,2265,9601676.00,654162.00,10255838.00
2020,DERBY,6357,13489424.00,150293.00,13639717.00
2020,DURHAM,3498,21639209.00,2965999.00,24605208.00
2020,EAST GRANBY,2486,10994803.00,800710.00,11795513.00
2020,EAST HADDAM,3991,16520564.00,1252964.00,17773528.00
2020,EAST HAMPTON,6305,27305167.00,1956791.00,29261958.00
2020,EAST HARTFORD,26162,41851022.00,509594.00,42360616.00
2020,EAST HAVEN,14326,56424527.00,1258628.00,57683155.00
2020,EAST LYME,8857,41666545.00,2279011.00,43945556.00
2020,EAST WINDSOR,5671,15519215.00,953177.00,16472392.00
2020,EASTFORD,694,2111987.00,190557.00,2302544.00
2020,EASTON,3176,30662211.00,4115460.00,34777671.00
2020,ELLINGTON,7962,37724166.00,2616624.00,40340790.00
2020,ENFIELD,20218,45583862.00,1203290.00,46787152.00
2020,ESSEX,3387,24329008.00,2454837.00,26783845.00
2020,FAIRFIELD,25076,234741830.00,20727953.00,255469783.00
2020,FARMINGTON,12484,87181208.00,7436068.00,94617276.00
2020,FRANKLIN,951,3810637.00,947829.00,4758466.00
2020,GLASTONBURY,16479,138086777.00,15402211.00,153488988.00
2020,GOSHEN,1360,8369626.00,1019300.00,9388926.00
2020,GRANBY,5280,31598748.00,1850716.00,33449464.00
2020,GREENWICH,26204,839318442.00,77054453.00,916372895.00
2020,GRISWOLD,5837,13800506.00,802310.00,14602816.00
2020,GROTON,12128,30581578.00,1349386.00,31930964.00
2020,GUILFORD,10277,77775267.00,8197109.00,85972376.00
2020,HADDAM,3977,20638428.00,2111671.00,22750099.00
2020,HAMDEN,27190,88788124.00,3320021.00,92108145.00
2020,HAMPTON,1124,3296924.00,109352.00,3406276.00
2020,HARTFORD,52746,64768019.00,1791496.00,66559515.00
2020,HARTLAND,847,3047296.00,192683.00,3239979.00
2020,HARWINTON,2609,11347844.00,982680.00,12330524.00
2020,HEBRON,4503,22733104.00,1071400.00,23804504.00
2020,KENT,1248,5142882.00,390481.00,5533363.00
2020,KILLINGLY,8377,16313310.00,1486891.00,17800201.00
2020,KILLINGWORTH,2994,16918597.00,1137269.00,18055866.00
2020,LEBANON,3453,11862172.00,955879.00,12818051.00
2020,LEDYARD,7004,22097767.00,418809.00,22516576.00
2020,LISBON,1732,5396159.00,466766.00,5862925.00
2020,LITCHFIELD,3898,23471423.00,3516907.00,26988330.00
2020,LYME,931,17037418.00,6736519.00,23773937.00
2020,MADISON,8286,74100743.00,7706966.00,81807709.00
2020,MANCHESTER,30249,78930216.00,2897378.00,81827594.00
2020,MANSFIELD,5333,20557808.00,1283551.00,21841359.00
2020,MARLBOROUGH,2926,16883161.00,884758.00,17767919.00
2020,MERIDEN,29713,58455659.00,1585713.00,60041372.00
2020,MIDDLEBURY,3691,26364319.00,4463144.00,30827463.00
2020,MIDDLEFIELD,2180,11530664.00,2096784.00,13627448.00
2020,MIDDLETOWN,22343,66124649.00,2370078.00,68494727.00
2020,MILFORD,27024,121652805.00,7334424.00,128987229.00
2020,MONROE,8896,47484427.00,2512712.00,49997139.00
2020,MONTVILLE,8592,20774793.00,453780.00,21228573.00
2020,MORRIS,1058,4777537.00,752299.00,5529836.00
2020,NAUGATUCK,15277,34238404.00,925238.00,35163642.00
2020,NEW BRITAIN,34712,47789292.00,938835.00,48728127.00
2020,NEW CANAAN,7966,216266093.00,13790307.00,230056400.00
2020,NEW FAIRFIELD,6256,22063153.00,1335907.00,23399060.00
2020,NEW HARTFORD,3357,16311035.00,1902957.00,18213992.00
2020,NEW HAVEN,52217,112328387.00,3452329.00,115780716.00
2020,NEW LONDON,11748,17444353.00,336925.00,17781278.00
2020,NEW MILFORD,13365,43145955.00,2626875.00,45772830.00
2020,NEWINGTON,15909,50033920.00,1886927.00,51920847.00
2020,NEWTOWN,12217,79675114.00,6538912.00,86214026.00
2020,NORFOLK,730,3256717.00,354944.00,3611661.00
2020,NORTH BRANFORD,7094,27460933.00,1297085.00,28758018.00
2020,NORTH CANAAN,313,836143.00,160660.00,996803.00
2020,NORTH HAVEN,12391,58108931.00,5338869.00,63447800.00
2020,NORTH STONINGTON,2428,8318758.00,423750.00,8742508.00
2020,NORWALK,43765,171031042.00,9422925.00,180453967.00
2020,NORWICH,18946,30693275.00,745309.00,31438584.00
2020,OLD LYME,3902,26268825.00,2159737.00,28428562.00
2020,OLD SAYBROOK,5376,30630446.00,3644684.00,34275130.00
2020,ORANGE,6806,44094698.00,4683861.00,48778559.00
2020,OXFORD,6268,29847265.00,2340226.00,32187491.00
2020,PLAINFIELD,6842,12418442.00,189209.00,12607651.00
2020,PLAINVILLE,9322,25080165.00,1411631.00,26491796.00
2020,PLYMOUTH,6055,15459568.00,283108.00,15742676.00
2020,POMFRET,1916,7416372.00,565197.00,7981569.00
2020,PORTLAND,4622,19362225.00,1093762.00,20455987.00
2020,PRESTON,2265,7063856.00,372206.00,7436062.00
2020,PROSPECT,4717,18077007.00,655955.00,18732962.00
2020,PUTNAM,4306,6653807.00,428877.00,7082684.00
2020,REDDING,3937,35293834.00,2790462.00,38084296.00
2020,RIDGEFIELD,10226,123767880.00,6416615.00,130184495.00
2020,ROCKY HILL,10163,44982717.00,2852658.00,47835375.00
2020,ROXBURY,994,7648639.00,653521.00,8302160.00
2020,SALEM,1974,8656751.00,466297.00,9123048.00
2020,SALISBURY,1617,10660684.00,432473.00,11093157.00
2020,SCOTLAND,325,828121.00,10429.00,838550.00
2020,SEYMOUR,8371,25477816.00,750165.00,26227981.00
2020,SHARON,987,10305109.00,298003.00,10603112.00
2020,SHELTON,20885,86206188.00,4363925.00,90570113.00
2020,SHERMAN,1613,7266375.00,694574.00,7960949.00
2020,SIMSBURY,11420,97587849.00,8779752.00,106367601.00
2020,SOMERS,4432,23086071.00,4813439.00,27899510.00
2020,SOUTH WINDSOR,12744,63990872.00,3742130.00,67733002.00
2020,SOUTHBURY,9348,49556797.00,3378438.00,52935235.00
2020,SOUTHINGTON,21589,90357895.00,6669553.00,97027448.00
2020,SPRAGUE,1504,3569373.00,134971.00,3704344.00
2020,STAFFORD,5410,14200396.00,550332.00,14750728.00
2020,STAMFORD,62519,342488669.00,63637964.00,406126633.00
2020,STERLING,1511,2942383.00,93294.00,3035677.00
2020,STONINGTON,13149,61729295.00,3982336.00,65711631.00
2020,STRATFORD,26596,71358829.00,3180240.00,74539069.00
2020,SUFFIELD,6704,37283290.00,3448831.00,40732121.00
2020,THOMASTON,3886,11183096.00,498747.00,11681843.00
2020,THOMPSON,4315,6518452.00,244568.00,6763020.00
2020,TOLLAND,6814,36358137.00,2844636.00,39202773.00
2020,TORRINGTON,17176,33912465.00,1066604.00,34979069.00
2020,TRUMBULL,16600,91326945.00,6863950.00,98190895.00
2020,UNION,302,1087803.00,143034.00,1230837.00
2020,VERNON,15534,42888045.00,2024806.00,44912851.00
2020,VOLUNTOWN,1270,3400840.00,106864.00,3507704.00
2020,WALLINGFORD,22354,82370627.00,5919961.00,88290588.00
2020,WARREN,430,1920842.00,494705.00,2415547.00
2020,WASHINGTON,1767,15521737.00,968996.00,16490733.00
2020,WATERBURY,50806,65549229.00,1279283.00,66828512.00
2020,WATERFORD,9987,37161773.00,2770318.00,39932091.00
2020,WATERTOWN,10959,37334830.00,3201040.00,40535870.00
2020,WEST HARTFORD,29401,202290320.00,21749315.00,224039635.00
2020,WEST HAVEN,25721,48950678.00,1175282.00,50125960.00
2020,WESTBROOK,3305,13619550.00,1193367.00,14812917.00
2020,WESTON,3863,59025824.00,6082327.00,65108151.00
2020,WESTPORT,11348,237344693.00,27368793.00,264713486.00
2020,WETHERSFIELD,13923,56867289.00,3120527.00,59987816.00
2020,WILLINGTON,2652,8300403.00,482249.00,8782652.00
2020,WILTON,7342,106871038.00,8559492.00,115430530.00
2020,WINCHESTER,5073,11034934.00,428727.00,11463661.00
2020,WINDHAM,10080,14771889.00,833548.00,15605437.00
2020,WINDSOR,15613,44477104.00,1563974.00,46041078.00
2020,WINDSOR LOCKS,6728,15649374.00,516432.00,16165806.00
2020,WOLCOTT,7975,26987083.00,1381013.00,28368096.00
2020,WOODBRIDGE,3970,43576379.00,4095515.00,47671894.00
2020,WOODBURY,4737,24738547.00,2258314.00,26996861.00
2020,WOODSTOCK,3857,13464712.00,1139392.00,14604104.00
